rank,profile_name,accepted,n_folds,profitable_folds,pct_profitable,avg_pf,median_pf,pnl_cv,avg_sharpe,max_drawdown_usd,avg_expectancy,trades_per_day,total_pnl,min_fold_trades,outlier_fold_pct,rejection_reasons
1,es_pullback_scalper,False,6,2,0.3333333333333333,0.9938166666666666,0.4493,5.345380149956682,-1.46896,0.0,-54.56833333333333,0.17833333333333334,-1196.0,0,0.0,silent_fold: min_trades_in_fold=0 < 3 — strategy is not trading consistently; pct_profitable=33% < 60%; losing_folds=4 > 2 (max allowed red folds exceeded); avg_pf=0.99 < 1.15; pnl_cv=5.35 > 2.0 — PnL too volatile across folds; avg_expectancy=$-55 ≤ 0
